데이터연도,지역,광역시도,제조사,차종,모델명,국비보조금(만원),지방비보조금(만원),총보조금(만원),수집일시
2025,남원시,전라북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,196,377,2025-07-13 20:18:16
2025,남원시,전라북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,153,294,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,471,971,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,471,971,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,471,971,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,471,971,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,311,598,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,283,544,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,272,523,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,256,492,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,265,509,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,282,542,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,571,"1,206",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,624,"1,310",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,618,"1,298",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,624,"1,310",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,582,"1,229",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,485,"1,058",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,569,"1,192",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,509,"1,077",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,아이오닉5 N,232,252,484,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,626,"1,285",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,623,"1,279",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,618,"1,269",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,588,"1,212",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,616,"1,266",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,598,"1,231",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,564,"1,166",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,298,573,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,535,"1,096",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,271,521,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,288,554,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,569,"1,192",2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,300,577,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,299,575,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,303,582,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,269,517,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,288,554,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,300,577,2025-07-13 20:18:16
2025,남원시,전라북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,315,605,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,MINI Cooper SE,303,329,632,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,i4 eDrive40,189,205,394,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,i4 M50,172,186,358,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,iX1 xDrive30,154,167,321,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,i4 eDrive40 LCI,187,203,390,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,iX2 eDrive20,167,181,348,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,MINI Countryman SE ALL4,158,171,329,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,MINI Countryman E,166,180,346,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,MINI Aceman SE,306,332,638,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,i4 M50 LCI,177,192,369,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,MINI JCW Aceman E,151,164,315,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,MINI JCW E,147,159,306,2025-07-13 20:18:16
2025,무주군,전라북도,BMW,일반승용,MINI Aceman E,306,332,638,2025-07-13 20:18:16
2025,무주군,전라북도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,431,888,2025-07-13 20:18:16
2025,무주군,전라북도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,431,888,2025-07-13 20:18:16
2025,무주군,전라북도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,431,888,2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,The all-new Kia Niro EV,590,542,"1,132",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,298,573,2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,296,569,2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,281,540,2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,287,552,2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,279,536,2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,588,"1,205",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,618,"1,262",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,620,"1,266",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,630,"1,285",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,613,"1,178",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,613,"1,178",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV3 스탠다드 2WD,479,520,999,2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,더뉴EV6 GT,232,252,484,2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,더뉴EV6 스탠다드,582,555,"1,137",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV9 스탠다드,242,262,504,2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,613,"1,178",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,533,"1,024",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,613,"1,178",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,613,"1,178",2025-07-13 20:18:16
2025,무주군,전라북도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,567,"1,089",2025-07-13 20:18:16
2025,무주군,전라북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,165,317,2025-07-13 20:18:16
2025,무주군,전라북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,165,317,2025-07-13 20:18:16
2025,무주군,전라북도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,206,396,2025-07-13 20:18:16
2025,무주군,전라북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,167,321,2025-07-13 20:18:16
2025,무주군,전라북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,167,321,2025-07-13 20:18:16
2025,무주군,전라북도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,268,515,2025-07-13 20:18:16
2025,무주군,전라북도,비와이디코리아,일반승용,BYD ATTO 3,145,157,302,2025-07-13 20:18:16
2025,무주군,전라북도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,160,360,2025-07-13 20:18:16
2025,무주군,전라북도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,386,759,2025-07-13 20:18:16
2025,무주군,전라북도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,368,724,2025-07-13 20:18:16
2025,무주군,전라북도,케이지모빌리티,일반승용,코란도 EV 2WD,340,369,709,2025-07-13 20:18:16
2025,무주군,전라북도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,395,759,2025-07-13 20:18:16
2025,무주군,전라북도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,384,738,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,198,381,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,Model 3 Long Range,202,219,421,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,(단종)Model Y RWD,201,183,384,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,199,383,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,(단종)Model Y Performance,191,207,398,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,Model 3 Performance,187,203,390,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,219,421,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,Model 3 RWD,186,202,388,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,New Model Y Long Range,207,224,431,2025-07-13 20:18:16
2025,무주군,전라북도,테슬라코리아,일반승용,New Model Y RWD,188,204,392,2025-07-13 20:18:16
2025,무주군,전라북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,218,419,2025-07-13 20:18:16
2025,무주군,전라북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,219,421,2025-07-13 20:18:16
2025,무주군,전라북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,458,880,2025-07-13 20:18:16
2025,무주군,전라북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,233,448,2025-07-13 20:18:16
2025,무주군,전라북도,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,458,880,2025-07-13 20:18:16
2025,무주군,전라북도,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,218,419,2025-07-13 20:18:16
2025,무주군,전라북도,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,218,419,2025-07-13 20:18:16
2025,무주군,전라북도,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,238,458,2025-07-13 20:18:16
2025,무주군,전라북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,196,377,2025-07-13 20:18:16
2025,무주군,전라북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,153,294,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,471,971,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,471,971,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,471,971,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,471,971,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,311,598,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,283,544,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,272,523,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,256,492,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,265,509,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,282,542,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,571,"1,206",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,624,"1,310",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,618,"1,298",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,624,"1,310",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,582,"1,229",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,485,"1,058",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,569,"1,192",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,509,"1,077",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,아이오닉5 N,232,252,484,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,626,"1,285",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,623,"1,279",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,618,"1,269",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,588,"1,212",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,616,"1,266",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,598,"1,231",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,564,"1,166",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,298,573,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,535,"1,096",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,271,521,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,288,554,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,569,"1,192",2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,300,577,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,299,575,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,303,582,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,269,517,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,288,554,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,300,577,2025-07-13 20:18:16
2025,무주군,전라북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,315,605,2025-07-13 20:18:16
2025,부안군,전라북도,BMW,일반승용,i4 eDrive40,189,205,394,2025-07-13 20:18:16
2025,부안군,전라북도,BMW,일반승용,i4 M50,172,186,358,2025-07-13 20:18:16
2025,부안군,전라북도,BMW,일반승용,iX1 xDrive30,154,167,321,2025-07-13 20:18:16
2025,부안군,전라북도,BMW,일반승용,i4 eDrive40 LCI,187,203,390,2025-07-13 20:18:16
2025,부안군,전라북도,BMW,일반승용,iX2 eDrive20,167,181,348,2025-07-13 20:18:16
2025,부안군,전라북도,BMW,일반승용,MINI Countryman SE ALL4,158,171,329,2025-07-13 20:18:16
2025,부안군,전라북도,BMW,일반승용,MINI Countryman E,166,180,346,2025-07-13 20:18:16
2025,부안군,전라북도,BMW,일반승용,MINI Aceman SE,306,332,638,2025-07-13 20:18:16
2025,부안군,전라북도,BMW,일반승용,i4 M50 LCI,177,192,369,2025-07-13 20:18:16
2025,부안군,전라북도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,431,888,2025-07-13 20:18:16
2025,부안군,전라북도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,431,888,2025-07-13 20:18:16
2025,부안군,전라북도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,431,888,2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,The all-new Kia Niro EV,590,542,"1,132",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,298,573,2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,296,569,2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,281,540,2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,287,552,2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,279,536,2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,588,"1,205",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,618,"1,262",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,620,"1,266",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,630,"1,285",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,613,"1,178",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,613,"1,178",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV3 스탠다드 2WD,479,520,999,2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,더뉴EV6 GT,232,252,484,2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,더뉴EV6 스탠다드,582,555,"1,137",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV9 스탠다드,242,262,504,2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,613,"1,178",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,533,"1,024",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,613,"1,178",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,613,"1,178",2025-07-13 20:18:16
2025,부안군,전라북도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,567,"1,089",2025-07-13 20:18:16
2025,부안군,전라북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,165,317,2025-07-13 20:18:16
2025,부안군,전라북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,165,317,2025-07-13 20:18:16
2025,부안군,전라북도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,206,396,2025-07-13 20:18:16
2025,부안군,전라북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,167,321,2025-07-13 20:18:16
2025,부안군,전라북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,167,321,2025-07-13 20:18:16
2025,부안군,전라북도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,268,515,2025-07-13 20:18:16
2025,부안군,전라북도,비와이디코리아,일반승용,BYD ATTO 3,145,157,302,2025-07-13 20:18:16
2025,부안군,전라북도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,160,360,2025-07-13 20:18:16
2025,부안군,전라북도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,386,759,2025-07-13 20:18:16
2025,부안군,전라북도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,368,724,2025-07-13 20:18:16
2025,부안군,전라북도,케이지모빌리티,일반승용,코란도 EV 2WD,340,369,709,2025-07-13 20:18:16
2025,부안군,전라북도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,395,759,2025-07-13 20:18:16
2025,부안군,전라북도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,384,738,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,198,381,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,Model 3 Long Range,202,219,421,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,(단종)Model Y RWD,201,183,384,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,199,383,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,(단종)Model Y Performance,191,207,398,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,Model 3 Performance,187,203,390,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,219,421,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,Model 3 RWD,186,202,388,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,New Model Y Long Range,207,224,431,2025-07-13 20:18:16
2025,부안군,전라북도,테슬라코리아,일반승용,New Model Y RWD,188,204,392,2025-07-13 20:18:16
2025,부안군,전라북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,218,419,2025-07-13 20:18:16
2025,부안군,전라북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,219,421,2025-07-13 20:18:16
2025,부안군,전라북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,458,880,2025-07-13 20:18:16
2025,부안군,전라북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,233,448,2025-07-13 20:18:16
2025,부안군,전라북도,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,458,880,2025-07-13 20:18:16
2025,부안군,전라북도,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,218,419,2025-07-13 20:18:16
2025,부안군,전라북도,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,218,419,2025-07-13 20:18:16
2025,부안군,전라북도,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,238,458,2025-07-13 20:18:16
2025,부안군,전라북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,196,377,2025-07-13 20:18:16
2025,부안군,전라북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,153,294,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,471,971,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,471,971,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,471,971,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,471,971,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,311,598,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,283,544,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,272,523,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,256,492,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,265,509,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,282,542,2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,571,"1,206",2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,624,"1,310",2025-07-13 20:18:16
2025,부안군,전라북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,618,"1,298",2025-07-13 20:18:16
